,Feature1,Feature2,Feature3,Feature4,Target
2830,0.00774,0.00208,0.66,0.997,0
2831,0.00687,0.00201,0.689,0.992,2
2832,0.0065,0.00165,0.642,0.997,2
2833,0.00683,0.00167,0.63,0.995,2
2834,0.00637,0.00175,0.667,0.998,2
2835,0.00656,0.00185,0.675,0.984,2
2836,0.00732,0.00107,0.486,0.996,1
2837,0.00796,0.00192,0.625,0.996,0
2838,0.00731,0.00233,0.719,0.997,0
2839,0.00654,0.00226,0.748,0.998,0
2840,0.00685,0.00167,0.63,0.995,2
2841,0.00759,0.00222,0.688,0.999,0
2842,0.00618,0.00098,0.507,0.994,1
2843,0.0065,0.00214,0.73,0.995,2
2844,0.00669,0.00157,0.616,0.997,2
2845,0.00726,0.0018,0.634,0.996,2
2846,0.00659,0.00112,0.526,0.99,1
2847,0.00658,0.00186,0.677,0.997,2
2848,0.00806,0.00216,0.658,0.998,0
2849,0.00745,0.00203,0.664,0.992,0
2850,0.0067,0.00102,0.497,0.992,1
2851,0.00736,0.00167,0.607,0.995,2
2852,0.00681,0.000962,0.478,0.992,1
2853,0.00876,0.00212,0.627,0.998,0
2854,0.00673,0.00184,0.666,0.996,2
2855,0.0071,0.00211,0.694,0.998,0
2856,0.00785,0.00237,0.7,0.998,0
2857,0.00686,0.00107,0.503,0.992,1
2858,0.00634,0.00125,0.564,0.994,2
2859,0.00722,0.00205,0.679,0.995,0
2860,0.0067,0.00105,0.503,0.995,1
2861,0.00742,0.00105,0.479,0.996,1
2862,0.00757,0.00248,0.729,0.984,0
2863,0.0087,0.00219,0.639,0.994,0
2864,0.00713,0.00181,0.642,0.996,2
2865,0.00716,0.000897,0.451,0.994,1
2866,0.00686,0.001,0.487,0.993,1
2867,0.00624,0.00105,0.522,0.996,1
2868,0.00644,0.00155,0.625,0.997,2
2869,0.0069,0.000805,0.435,0.994,1
2870,0.00668,0.00156,0.616,0.994,2
2871,0.00756,0.00104,0.473,0.995,1
2872,0.00654,0.00191,0.688,0.995,2
2873,0.00698,0.00178,0.643,0.998,2
2874,0.00771,0.00185,0.624,0.997,0
2875,0.00671,0.00162,0.625,0.997,2
2876,0.00706,0.00201,0.68,0.998,0
2877,0.00754,0.00207,0.667,0.996,0
2878,0.00642,0.00124,0.56,0.972,1
2879,0.00811,0.00233,0.682,0.998,0
2880,0.00673,0.000991,0.489,0.99,1
2881,0.00878,0.00252,0.682,0.997,0
2882,0.00678,0.0015,0.6,0.991,2
2883,0.00671,0.00146,0.594,0.997,2
2884,0.008,0.00181,0.605,0.995,0
2885,0.00827,0.00244,0.691,0.997,0
2886,0.00666,0.00149,0.603,0.997,2
2887,0.00664,0.00175,0.654,0.994,2
2888,0.00785,0.00214,0.664,0.999,0
2889,0.00732,0.00121,0.517,0.995,1
2890,0.00626,0.00169,0.661,0.993,2
2891,0.00634,0.00165,0.649,0.997,2
2892,0.00809,0.000941,0.434,0.996,1
2893,0.00737,0.00197,0.658,0.996,0
2894,0.00814,0.00236,0.686,0.998,0
2895,0.0077,0.00181,0.617,0.997,0
2896,0.0069,0.0018,0.65,0.988,2
2897,0.008,0.00242,0.7,0.998,0
2898,0.00716,0.0023,0.721,0.999,0
2899,0.00765,0.00203,0.656,0.998,0
2900,0.00865,0.00215,0.634,0.998,0
2901,0.00684,0.00193,0.677,0.998,2
2902,0.00622,0.00103,0.518,0.993,1
2903,0.0083,0.00206,0.634,0.996,0
2904,0.00639,0.00167,0.65,0.995,2
2905,0.00643,0.0016,0.636,0.997,2
2906,0.00914,0.0022,0.625,0.995,0
2907,0.00724,0.00182,0.639,0.993,2
2908,0.00687,0.00177,0.646,0.999,2
2909,0.00619,0.00164,0.655,0.997,2
2910,0.00814,0.00179,0.598,0.989,0
2911,0.00711,0.00185,0.649,0.998,0
2912,0.00654,0.00154,0.618,0.994,2
2913,0.00659,0.00162,0.632,0.996,2
2914,0.00669,0.00188,0.675,0.995,2
2915,0.00717,0.000995,0.474,0.998,1
2916,0.00893,0.00306,0.745,0.997,0
2917,0.00821,0.00214,0.65,0.999,0
2918,0.0071,0.000923,0.459,0.994,1
2919,0.00687,0.00111,0.512,0.976,1
2920,0.00763,0.00192,0.638,0.998,0
2921,0.00662,0.000967,0.487,0.998,1
2922,0.00783,0.0016,0.576,0.996,0
2923,0.00698,0.00109,0.503,0.978,1
2924,0.00677,0.00177,0.651,0.993,2
2925,0.00688,0.00207,0.699,0.995,0
2926,0.00835,0.00251,0.699,0.997,0
2927,0.00832,0.00159,0.556,0.997,0
2928,0.00646,0.00102,0.505,0.996,1
2929,0.00699,0.00152,0.593,0.993,2
2930,0.00769,0.0022,0.681,0.998,0
2931,0.00649,0.0015,0.612,0.998,2
2932,0.00644,0.00141,0.596,0.996,2
2933,0.00689,0.00183,0.656,0.993,2
2934,0.00677,0.00104,0.499,0.995,1
2935,0.00726,0.00101,0.475,0.995,1
2936,0.00714,0.00162,0.607,0.995,2
2937,0.00747,0.00197,0.653,0.995,0
2938,0.00766,0.00224,0.689,0.998,0
2939,0.00706,0.00306,0.838,0.996,0
2940,0.00631,0.00173,0.667,0.998,2
2941,0.00742,0.00229,0.708,0.995,0
2942,0.00726,0.00145,0.569,0.997,2
2943,0.00698,0.00101,0.483,0.994,1
2944,0.00809,0.00229,0.678,0.995,0
2945,0.00679,0.00093,0.471,0.993,1
2946,0.0082,0.00221,0.661,0.997,0
2947,0.00707,0.00189,0.658,0.997,2
2948,0.00706,0.000927,0.461,0.994,1
2949,0.0085,0.00257,0.7,0.996,0
2950,0.00799,0.00201,0.639,0.998,0
2951,0.00676,0.000994,0.488,0.997,1
2952,0.00772,0.00194,0.639,0.998,0
2953,0.00641,0.00102,0.508,0.995,1
2954,0.00665,0.0018,0.662,0.997,2
2955,0.00724,0.00172,0.621,0.996,2
2956,0.00664,0.00218,0.73,0.998,0
2957,0.00637,0.00149,0.616,0.991,2
2958,0.00681,0.00152,0.602,0.997,2
2959,0.00676,0.00113,0.521,0.991,1
2960,0.00727,0.00202,0.672,0.998,0
2961,0.00712,0.00206,0.684,0.999,0
2962,0.00747,0.00167,0.602,0.998,0
2963,0.00705,0.00195,0.67,0.997,0
2964,0.0082,0.00256,0.712,0.997,0
2965,0.00826,0.00105,0.454,0.997,1
2966,0.00719,0.00156,0.594,0.996,2
2967,0.00834,0.0022,0.654,0.998,0
2968,0.00782,0.00197,0.639,0.995,0
2969,0.00796,0.00234,0.69,0.999,0
2970,0.00753,0.00218,0.685,0.998,0
2971,0.0075,0.00114,0.496,0.99,1
2972,0.00617,0.00165,0.658,0.997,2
2973,0.00855,0.00235,0.668,0.992,0
2974,0.0072,0.00214,0.694,0.997,0
2975,0.00678,0.00209,0.706,0.997,0
2976,0.00806,0.00223,0.669,0.998,0
2977,0.00685,0.000865,0.453,0.991,1
2978,0.00678,0.00127,0.551,0.994,2
2979,0.00673,0.000993,0.489,0.998,1
2980,0.00764,0.00214,0.674,0.998,0
2981,0.00658,0.00156,0.62,0.996,2
2982,0.00601,0.00182,0.7,0.997,2
2983,0.00635,0.000956,0.494,0.995,1
2984,0.00659,0.000997,0.495,0.995,1
2985,0.00759,0.00172,0.606,0.998,0
2986,0.00742,0.00147,0.567,0.998,2
2987,0.0063,0.00201,0.72,0.997,2
2988,0.00747,0.00232,0.71,0.998,0
2989,0.0077,0.00246,0.72,0.999,0
2990,0.00658,0.00178,0.663,0.996,2
2991,0.00758,0.00247,0.727,0.997,0
2992,0.00812,0.00191,0.617,0.988,0
2993,0.00737,0.000964,0.461,0.994,1
2994,0.00688,0.0019,0.67,0.995,2
2995,0.00732,0.00297,0.811,0.998,0
2996,0.00931,0.00216,0.614,0.992,0
2997,0.00711,0.00155,0.594,0.996,2
2998,0.00718,0.00168,0.616,0.995,2
2999,0.0063,0.00152,0.625,0.994,2
3000,0.00818,0.00179,0.596,0.997,0
3001,0.00713,0.00101,0.48,0.998,1
3002,0.00718,0.00188,0.651,0.998,0
3003,0.00622,0.001,0.511,0.996,1
3004,0.00671,0.000928,0.474,0.99,1
3005,0.00855,0.00225,0.653,0.997,0
3006,0.00665,0.00097,0.486,0.989,1
3007,0.00685,0.00151,0.597,0.998,2
3008,0.00712,0.00233,0.728,0.991,0
3009,0.0069,0.0018,0.65,0.996,2
3010,0.00841,0.00199,0.619,0.997,0
3011,0.00738,0.000954,0.458,0.995,1
3012,0.00689,0.0018,0.65,0.996,2
3013,0.00772,0.00246,0.72,0.998,0
3014,0.00722,0.00111,0.499,0.991,1
3015,0.00883,0.00222,0.639,0.997,0
3016,0.00685,0.00152,0.6,0.996,2
3017,0.00779,0.00193,0.634,0.998,0
3018,0.00783,0.00168,0.59,0.998,0
3019,0.00725,0.00221,0.704,0.999,0
3020,0.00645,0.00162,0.639,0.994,2
3021,0.00819,0.00251,0.704,0.994,0
3022,0.00769,0.00228,0.693,0.999,0
3023,0.00674,0.00157,0.615,0.995,2
3024,0.00712,0.00172,0.625,0.998,2
3025,0.00657,0.00184,0.674,0.994,2
3026,0.00706,0.000842,0.44,0.991,1
3027,0.00675,0.0023,0.743,0.997,0
3028,0.00609,0.0011,0.541,0.982,1
3029,0.00727,0.00163,0.603,0.998,2
3030,0.00677,0.00154,0.608,0.996,2
3031,0.00751,0.00114,0.497,0.996,1
3032,0.00652,0.00182,0.673,0.998,2
3033,0.0064,0.00167,0.651,0.995,2
3034,0.00697,0.00202,0.686,0.998,0
3035,0.00749,0.00177,0.618,0.997,0
3036,0.00772,0.00242,0.713,0.997,0
3037,0.00746,0.00202,0.663,0.997,0
3038,0.00796,0.00216,0.663,0.997,0
3039,0.00753,0.00102,0.468,0.998,1
3040,0.00664,0.00156,0.617,0.997,2
3041,0.00824,0.00241,0.689,0.999,0
3042,0.00707,0.00205,0.686,0.996,0
3043,0.00754,0.00188,0.636,0.995,0
3044,0.00726,0.00208,0.682,0.999,0
3045,0.00699,0.000933,0.465,0.994,1
3046,0.00783,0.00205,0.652,0.996,0
3047,0.0076,0.00207,0.664,0.996,0
3048,0.00855,0.00218,0.642,0.997,0
3049,0.0071,0.000986,0.474,0.995,1
3050,0.00705,0.000855,0.443,0.997,1
3051,0.00675,0.00124,0.545,0.997,2
3052,0.00696,0.000863,0.448,0.997,1
3053,0.007,0.00201,0.682,0.989,2
3054,0.0066,0.00121,0.544,0.984,1
3055,0.00777,0.00109,0.477,0.999,1
3056,0.00742,0.0021,0.678,0.996,0
3057,0.00802,0.00208,0.648,0.997,0
3058,0.00646,0.000845,0.461,0.995,1
3059,0.00673,0.000993,0.489,0.994,1
3060,0.00767,0.00231,0.698,0.997,0
3061,0.0075,0.00176,0.617,0.997,0
3062,0.0078,0.00206,0.654,0.997,0
3063,0.00669,0.00189,0.676,0.998,2
3064,0.00751,0.00243,0.725,0.998,0
3065,0.00773,0.0017,0.597,0.997,0
3066,0.00695,0.000996,0.482,0.996,1
3067,0.00688,0.00108,0.503,0.997,1
3068,0.00843,0.00204,0.626,0.998,0
3069,0.00749,0.00264,0.756,0.997,0
3070,0.00737,0.002,0.664,0.998,0
3071,0.00689,0.00169,0.631,0.992,2
3072,0.0083,0.0017,0.576,0.995,0
3073,0.0065,0.00179,0.669,0.998,2
3074,0.0062,0.0019,0.704,0.997,2
3075,0.00645,0.0012,0.548,0.971,1
3076,0.00665,0.00186,0.673,0.996,2
3077,0.00814,0.00213,0.652,0.997,0
3078,0.00826,0.00248,0.697,0.998,0
3079,0.00742,0.0019,0.645,0.996,0
3080,0.00637,0.00097,0.497,0.985,1
3081,0.00817,0.00251,0.705,0.998,0
3082,0.00774,0.00178,0.611,0.998,0
3083,0.0066,0.00164,0.635,0.996,2
3084,0.0069,0.00207,0.697,0.997,0
3085,0.00662,0.00156,0.618,0.998,2
3086,0.0069,0.00149,0.592,0.996,2
3087,0.00629,0.00173,0.667,0.993,2
3088,0.00804,0.00228,0.678,0.999,0
3089,0.00641,0.000997,0.502,0.994,1
3090,0.00712,0.00201,0.677,0.996,0
3091,0.00639,0.00145,0.607,0.996,2
3092,0.00771,0.0021,0.665,0.998,0
3093,0.0071,0.00177,0.636,0.997,2
3094,0.0077,0.00178,0.613,0.997,0
3095,0.00633,0.00084,0.464,0.984,1
3096,0.00885,0.00268,0.701,0.999,0
3097,0.00726,0.000924,0.454,0.994,1
3098,0.00731,0.00118,0.511,0.995,1
3099,0.00705,0.00202,0.682,0.997,0
3100,0.00787,0.00224,0.68,0.999,0
3101,0.00757,0.0021,0.671,0.996,0
3102,0.00766,0.00217,0.677,0.998,0
3103,0.00791,0.00196,0.634,0.995,0
3104,0.00697,0.00164,0.618,0.996,2
3105,0.00822,0.00233,0.678,0.997,0
3106,0.00647,0.00155,0.623,0.996,2
3107,0.00818,0.00235,0.683,0.999,0
3108,0.00689,0.00183,0.657,0.997,2
3109,0.0061,0.00161,0.654,0.995,2
3110,0.00668,0.00153,0.609,0.996,2
3111,0.00695,0.00106,0.497,0.973,1
3112,0.0064,0.00145,0.606,0.997,2
3113,0.00647,0.00172,0.657,0.997,2
3114,0.00776,0.00209,0.661,0.995,0
3115,0.00696,0.00188,0.662,0.993,2
3116,0.00674,0.00154,0.608,0.998,2
3117,0.00679,0.00102,0.494,0.991,1
3118,0.00698,0.00192,0.667,0.997,2
3119,0.00835,0.00109,0.46,0.997,1
3120,0.00782,0.00114,0.486,0.996,1
3121,0.00646,0.00166,0.646,0.995,2
3122,0.00807,0.00204,0.64,0.996,0
3123,0.00675,0.00128,0.555,0.976,1
3124,0.00706,0.00166,0.617,0.997,2
3125,0.00711,0.00199,0.674,0.996,0
3126,0.0076,0.00228,0.697,0.998,0
3127,0.00785,0.00203,0.647,0.997,0
3128,0.00759,0.00113,0.491,0.984,1
3129,0.00709,0.00193,0.664,0.998,0
3130,0.00678,0.00137,0.572,0.991,2
3131,0.00781,0.00199,0.643,0.998,0
3132,0.00704,0.00104,0.49,0.972,1
3133,0.00685,0.00193,0.676,0.996,2
3134,0.0066,0.000872,0.463,0.99,1
3135,0.00718,0.00233,0.725,0.999,0
3136,0.00709,0.00193,0.665,0.998,0
3137,0.00648,0.00172,0.657,0.989,2
3138,0.00725,0.00123,0.526,0.991,1
3139,0.00625,0.0011,0.535,0.991,1
3140,0.00659,0.00141,0.588,0.995,2
3141,0.00718,0.000939,0.46,0.997,1
3142,0.00691,0.00144,0.58,0.998,2
3143,0.00801,0.00197,0.632,0.996,0
3144,0.00697,0.00186,0.658,0.998,2
3145,0.00662,0.00166,0.637,0.997,2
3146,0.00731,0.00211,0.685,0.997,0
3147,0.0105,0.00158,0.495,0.994,0
3148,0.00669,0.00103,0.499,0.976,1
3149,0.00705,0.000941,0.465,0.997,1
3150,0.00736,0.00247,0.738,0.997,0
3151,0.00725,0.00183,0.64,0.997,0
3152,0.00671,0.00196,0.687,0.998,2
3153,0.009,0.00243,0.661,0.999,0
3154,0.0063,0.000988,0.504,0.991,1
3155,0.00821,0.00226,0.668,0.996,0
3156,0.00639,0.00169,0.654,0.997,2
3157,0.00712,0.00129,0.543,0.994,1
3158,0.00704,0.00265,0.782,0.994,0
3159,0.00631,0.00193,0.704,0.998,2
3160,0.00706,0.00094,0.465,0.992,1
3161,0.00791,0.00269,0.742,0.993,0
3162,0.00709,0.00262,0.773,0.995,0
3163,0.00763,0.00198,0.648,0.997,0
3164,0.00814,0.00128,0.504,0.993,1
3165,0.00667,0.0009,0.468,0.958,1
3166,0.00858,0.00212,0.633,0.992,0
3167,0.00797,0.00112,0.478,0.992,1
3168,0.00865,0.00257,0.694,0.994,0
3169,0.00759,0.00131,0.529,0.991,1
3170,0.00837,0.00258,0.707,0.997,0
3171,0.00784,0.00147,0.552,0.997,2
3172,0.00815,0.00227,0.671,0.996,0
3173,0.00864,0.00219,0.642,0.996,0
3174,0.00636,0.00102,0.51,0.957,1
3175,0.00678,0.0011,0.513,0.992,1
3176,0.00753,0.00236,0.713,0.998,0
3177,0.00745,0.00176,0.619,0.994,2
3178,0.00698,0.00176,0.64,0.996,2
3179,0.00666,0.0016,0.624,0.991,2
3180,0.00706,0.00194,0.667,0.999,0
3181,0.00712,0.00188,0.655,0.997,0
3182,0.00685,0.00174,0.641,0.996,2
3183,0.00698,0.00173,0.634,0.998,2
3184,0.00821,0.00132,0.51,0.992,1
3185,0.00807,0.00257,0.718,0.993,0
3186,0.00677,0.00177,0.651,0.999,2
3187,0.00708,0.00179,0.64,0.998,2
3188,0.0071,0.00218,0.706,0.995,0
3189,0.00653,0.00176,0.66,0.998,2
3190,0.00642,0.00171,0.658,0.995,2
3191,0.00652,0.00152,0.616,0.988,2
3192,0.00703,0.00165,0.617,0.995,2
3193,0.00621,0.00175,0.676,0.997,2
3194,0.0067,0.00178,0.657,0.995,2
3195,0.00649,0.00102,0.504,0.991,1
3196,0.00786,0.0023,0.688,0.998,0
3197,0.00769,0.00179,0.615,0.997,0
3198,0.00791,0.00208,0.653,0.998,0
3199,0.00623,0.00158,0.642,0.996,2
3200,0.00629,0.00153,0.629,0.995,2
3201,0.0076,0.00198,0.65,0.996,0
3202,0.00705,0.00193,0.665,0.994,2
3203,0.00691,0.00173,0.638,0.994,2
3204,0.0068,0.00103,0.495,0.995,1
3205,0.00718,0.00158,0.598,0.997,2
3206,0.00815,0.00214,0.652,0.999,0
3207,0.00793,0.0023,0.686,0.998,0
3208,0.00755,0.00189,0.637,0.998,0
3209,0.00652,0.001,0.499,0.996,1
3210,0.00709,0.00209,0.692,0.998,0
3211,0.00674,0.0015,0.601,0.996,2
3212,0.00691,0.00184,0.656,0.998,2
3213,0.00804,0.00224,0.672,0.999,0
3214,0.00735,0.00212,0.684,0.998,0
3215,0.00723,0.00165,0.608,0.995,2
3216,0.00598,0.00114,0.556,0.993,2
3217,0.00681,0.000975,0.482,0.995,1
3218,0.00846,0.00227,0.66,0.989,0
3219,0.00667,0.0019,0.68,0.996,2
3220,0.00709,0.001,0.478,0.995,1
3221,0.00616,0.000998,0.513,0.997,1
3222,0.00664,0.000929,0.476,0.995,1
3223,0.00728,0.00237,0.727,0.999,0
3224,0.0083,0.00239,0.683,0.998,0
3225,0.00747,0.00179,0.623,0.997,0
3226,0.00746,0.00215,0.683,0.998,0
3227,0.00676,0.00191,0.678,0.997,2
3228,0.00667,0.00198,0.694,0.997,2
3229,0.00616,0.00135,0.597,0.975,2
3230,0.00754,0.00114,0.494,0.995,1
3231,0.00781,0.00196,0.638,0.998,0
3232,0.00731,0.00204,0.672,0.997,0
3233,0.00733,0.00209,0.679,0.994,0
3234,0.00722,0.00231,0.72,0.996,0
3235,0.0077,0.00107,0.476,0.988,1
3236,0.00819,0.0024,0.69,0.998,0
3237,0.00802,0.00158,0.566,0.992,0
3238,0.00659,0.00148,0.603,0.996,2
3239,0.00667,0.00191,0.681,0.998,2
3240,0.00708,0.00105,0.49,0.987,1
3241,0.00727,0.00245,0.739,0.999,0
3242,0.0064,0.00102,0.509,0.998,1
3243,0.00699,0.0016,0.609,0.995,2
3244,0.00726,0.00122,0.523,0.996,1
3245,0.00664,0.00134,0.572,0.97,1
3246,0.00677,0.00184,0.663,0.996,2
3247,0.00671,0.00192,0.682,0.997,2
3248,0.00674,0.00106,0.505,0.996,1
3249,0.00719,0.00147,0.577,0.991,2
3250,0.00765,0.00213,0.671,0.996,0
3251,0.00626,0.000827,0.463,0.995,1
3252,0.00669,0.000912,0.47,0.997,1
3253,0.00729,0.0018,0.633,0.998,0
3254,0.00831,0.00223,0.66,0.999,0
3255,0.00824,0.00139,0.523,0.988,1
3256,0.00653,0.00196,0.698,0.988,2
3257,0.00783,0.00201,0.645,0.998,0
3258,0.00658,0.00152,0.613,0.998,2
3259,0.00788,0.00215,0.665,0.998,0
3260,0.00667,0.00131,0.565,0.994,2
3261,0.00656,0.00171,0.65,0.998,2
3262,0.00669,0.0018,0.66,0.996,2
3263,0.00653,0.00154,0.618,0.995,2
3264,0.00716,0.000959,0.466,0.996,1
3265,0.00804,0.0027,0.738,0.998,0
3266,0.00656,0.00174,0.656,0.994,2
3267,0.00703,0.00108,0.499,0.992,1
3268,0.00696,0.000987,0.479,0.992,1
3269,0.00657,0.00185,0.676,0.997,2
3270,0.00802,0.00248,0.708,0.997,0
3271,0.00662,0.000887,0.466,0.992,1
3272,0.00646,0.000838,0.459,0.996,1
3273,0.00704,0.00102,0.485,0.995,1
3274,0.00787,0.00222,0.675,0.996,0
3275,0.00664,0.00185,0.673,0.994,2
3276,0.00655,0.00138,0.585,0.995,2
3277,0.0077,0.00255,0.733,0.999,0
3278,0.00693,0.00217,0.713,0.996,0
3279,0.00636,0.000912,0.482,0.991,1
3280,0.00777,0.00114,0.487,0.995,1
3281,0.00809,0.00245,0.701,0.996,0
3282,0.00782,0.00175,0.602,0.993,0
3283,0.00708,0.00112,0.506,0.998,1
3284,0.00698,0.00145,0.58,0.994,2
3285,0.00621,0.00171,0.668,0.996,2
3286,0.00662,0.00103,0.503,0.99,1
3287,0.0063,0.00153,0.628,0.994,2
3288,0.00878,0.00233,0.656,0.998,0
3289,0.00707,0.00237,0.737,0.997,0
3290,0.00669,0.00184,0.668,0.995,2
3291,0.00781,0.00103,0.461,0.993,1
3292,0.00673,0.000766,0.43,0.993,1
3293,0.00643,0.0015,0.615,0.998,2
3294,0.00665,0.00227,0.744,0.995,0
3295,0.00721,0.00203,0.676,0.997,0
3296,0.00657,0.00182,0.669,0.996,2
3297,0.00707,0.00195,0.668,0.998,0
3298,0.00739,0.00118,0.508,0.994,1
3299,0.00644,0.0015,0.615,0.99,2
3300,0.00694,0.00116,0.521,0.994,1
3301,0.00706,0.00198,0.674,0.997,0
3302,0.00697,0.00146,0.583,0.997,2
3303,0.00758,0.00107,0.479,0.989,1
3304,0.00665,0.00161,0.626,0.996,2
3305,0.00701,0.000987,0.478,0.997,1
3306,0.00656,0.00238,0.767,0.998,0
3307,0.0073,0.000959,0.461,0.994,1
3308,0.00739,0.000962,0.46,0.998,1
3309,0.00799,0.00191,0.623,0.997,0
3310,0.00701,0.00222,0.716,0.998,0
3311,0.00754,0.00171,0.607,0.997,0
3312,0.0078,0.00184,0.619,0.998,0
3313,0.00839,0.00194,0.612,0.998,0
3314,0.00846,0.00196,0.614,0.997,0
3315,0.00645,0.00125,0.56,0.998,2
3316,0.00831,0.00249,0.696,0.998,0
3317,0.00627,0.0011,0.533,0.997,1
3318,0.00763,0.002,0.652,0.997,0
3319,0.00685,0.00103,0.494,0.994,1
3320,0.00699,0.00232,0.734,0.999,0
3321,0.00825,0.00246,0.695,0.997,0
3322,0.00816,0.00167,0.575,0.984,2
3323,0.00736,0.00216,0.69,0.996,0
3324,0.00908,0.00251,0.669,0.999,0
3325,0.00646,0.00151,0.615,0.998,2
3326,0.00863,0.00222,0.646,0.997,0
3327,0.00639,0.0018,0.675,0.997,2
3328,0.00755,0.00176,0.615,0.997,0
3329,0.00762,0.00218,0.681,0.998,0
3330,0.00741,0.00174,0.618,0.997,0
3331,0.00645,0.00163,0.64,0.995,2
3332,0.00711,0.00107,0.493,0.998,1
3333,0.00656,0.00166,0.641,0.995,2
3334,0.00857,0.00212,0.633,0.993,0
3335,0.00764,0.00158,0.579,0.995,2
3336,0.00656,0.00159,0.627,0.997,2
3337,0.00654,0.00103,0.505,0.996,1
3338,0.00629,0.00179,0.678,0.996,2
3339,0.00755,0.00204,0.662,0.997,0
3340,0.00751,0.00243,0.725,0.998,0
3341,0.00674,0.00109,0.511,0.995,1
3342,0.00741,0.00186,0.638,0.997,0
3343,0.00761,0.00106,0.476,0.996,1
3344,0.0074,0.00102,0.472,0.996,1
3345,0.00735,0.00188,0.644,0.999,0
3346,0.0085,0.0024,0.676,0.99,0
3347,0.00753,0.00201,0.659,0.998,0
3348,0.00783,0.00189,0.625,0.998,0
3349,0.00641,0.00146,0.609,0.998,2
3350,0.00657,0.00183,0.671,0.991,2
3351,0.0081,0.0027,0.736,0.998,0
3352,0.00747,0.00107,0.483,0.996,1
3353,0.00628,0.00115,0.546,0.996,2
3354,0.00687,0.00104,0.496,0.994,1
3355,0.00667,0.0016,0.623,0.998,2
3356,0.00761,0.00227,0.695,0.997,0
3357,0.00716,0.00196,0.666,0.997,0
3358,0.00642,0.00156,0.628,0.994,2
3359,0.00835,0.00207,0.633,0.995,0
3360,0.0067,0.000936,0.476,0.969,1
3361,0.00724,0.00223,0.706,0.998,0
3362,0.00749,0.00241,0.723,0.996,0
3363,0.00671,0.00181,0.662,0.998,2
3364,0.0068,0.00146,0.59,0.998,2
3365,0.00822,0.00311,0.784,0.997,0
3366,0.00833,0.00205,0.631,0.997,0
3367,0.00707,0.0021,0.694,0.998,0
3368,0.007,0.00108,0.501,0.997,1
3369,0.00669,0.000811,0.443,0.996,1
3370,0.00836,0.00242,0.685,0.999,0
3371,0.00801,0.00203,0.64,0.998,0
3372,0.00745,0.00104,0.476,0.995,1
3373,0.00773,0.00176,0.607,0.995,0
3374,0.00813,0.00257,0.716,0.995,0
3375,0.00779,0.00247,0.717,0.997,0
3376,0.00655,0.0014,0.588,0.996,2
3377,0.00646,0.00146,0.605,0.996,2
3378,0.00648,0.002,0.708,0.991,2
3379,0.00772,0.00252,0.727,0.998,0
3380,0.00776,0.00267,0.748,0.999,0
3381,0.00719,0.00231,0.722,0.998,0
3382,0.00795,0.00206,0.648,0.999,0
3383,0.00735,0.00191,0.649,0.997,0
3384,0.00794,0.0021,0.655,0.997,0
3385,0.00848,0.00239,0.676,0.997,0
3386,0.00687,0.00205,0.696,0.99,2
3387,0.00661,0.0018,0.664,0.995,2
3388,0.00674,0.0011,0.515,0.985,1
3389,0.00665,0.002,0.698,0.999,2
3390,0.0072,0.00143,0.567,0.996,2
3391,0.00657,0.00163,0.634,0.998,2
3392,0.0067,0.00134,0.57,0.997,2
3393,0.00733,0.00247,0.738,0.992,0
3394,0.00689,0.00144,0.582,0.997,2
3395,0.00681,0.00146,0.59,0.995,2
3396,0.00703,0.00213,0.7,0.999,0
3397,0.00646,0.000875,0.469,0.994,1
3398,0.00835,0.00245,0.689,0.998,0
3399,0.00692,0.00183,0.655,0.997,2
3400,0.00679,0.000969,0.481,0.995,1
3401,0.00901,0.00204,0.606,0.997,0
3402,0.00829,0.00221,0.657,0.996,0
3403,0.00726,0.0018,0.634,0.997,0
3404,0.00659,0.00157,0.622,0.997,2
3405,0.007,0.00211,0.699,0.998,0
3406,0.00689,0.00173,0.638,0.995,2
3407,0.00797,0.0019,0.621,0.997,0
3408,0.00723,0.00112,0.501,0.996,1
3409,0.00783,0.0027,0.748,0.994,0
3410,0.00619,0.0016,0.647,0.992,2
3411,0.00712,0.00104,0.487,0.995,1
3412,0.00673,0.00193,0.682,0.992,2
3413,0.0074,0.00302,0.813,0.996,0
3414,0.00692,0.000878,0.453,0.994,1
3415,0.00684,0.00106,0.5,0.997,1
3416,0.00658,0.00199,0.7,0.998,2
3417,0.0082,0.00101,0.446,0.993,1
3418,0.00683,0.00156,0.609,0.997,2
3419,0.00922,0.00192,0.581,0.999,0
3420,0.00692,0.00184,0.657,0.995,2
3421,0.00716,0.00197,0.668,0.999,0
3422,0.00714,0.00213,0.696,0.999,0
3423,0.00756,0.00198,0.652,0.997,0
3424,0.00672,0.00168,0.636,0.995,2
3425,0.00682,0.00209,0.706,0.997,0
3426,0.00798,0.00292,0.771,0.998,0
3427,0.00765,0.00212,0.671,0.999,0
3428,0.00849,0.00217,0.644,0.997,0
3429,0.00729,0.00104,0.482,0.993,1
3430,0.00739,0.00121,0.515,0.997,1
3431,0.00654,0.00133,0.574,0.993,2
3432,0.00657,0.00174,0.655,0.997,2
3433,0.00687,0.00182,0.654,0.994,2
3434,0.00802,0.00157,0.564,0.994,0
3435,0.00806,0.00222,0.668,0.998,0
3436,0.00715,0.00218,0.703,0.998,0
3437,0.00621,0.00174,0.674,0.99,2
